student_id,name,grade,section,gender,aspiration,liked_subjects,disliked_subjects,psychometric_score,performance,career_suggestions,progress,assigned_teacher_id,parent_id,risk_flag
S0818,Michelle Alexander,10,8,Male,['Scientist'],"['English', 'Science', 'Math']","['Economics', 'Social Science', 'History', 'Computer Science']",88,"{'Math': 81, 'Science': 57, 'English': 59, 'Social Science': 60, 'Computer Science': 94, 'Economics': 87, 'History': 86}","['Entrepreneur', 'Scientist', 'Engineer', 'Artist', 'Lawyer']",0.88,T025,P0818,Normal
S0819,Tammy Kim,9,1,Male,['Doctor'],['Computer Science'],"['Math', 'Science', 'English', 'Social Science', 'Economics', 'History']",73,"{'Math': 61, 'Science': 76, 'English': 81, 'Social Science': 62, 'Computer Science': 90, 'Economics': 63, 'History': 93}","['Doctor', 'Artist', 'Scientist', 'Data Scientist', 'Writer']",0.7,T016,P0819,Normal
S0820,Stephanie Sanchez,11,5,Male,"['Scientist', 'Doctor', 'Artist']","['English', 'Computer Science']","['Math', 'Science', 'Social Science', 'Economics', 'History']",91,"{'Math': 77, 'Science': 63, 'English': 58, 'Social Science': 59, 'Computer Science': 74, 'Economics': 93, 'History': 59}","['Engineer', 'Writer', 'Lawyer', 'Doctor', 'Pilot']",0.43,T008,P0820,At Risk
S0821,Seth Butler,12,9,Female,"['Doctor', 'Data Scientist']","['Science', 'History']","['Math', 'English', 'Social Science', 'Computer Science', 'Economics']",55,"{'Math': 65, 'Science': 68, 'English': 93, 'Social Science': 93, 'Computer Science': 87, 'Economics': 64, 'History': 59}","['Pilot', 'Lawyer', 'Entrepreneur', 'Data Scientist', 'Artist']",0.26,T009,P0821,At Risk
S0822,Andrea Jimenez,9,5,Male,"['Writer', 'Scientist', 'Doctor']","['Economics', 'Math']","['Science', 'English', 'Social Science', 'Computer Science', 'History']",73,"{'Math': 76, 'Science': 70, 'English': 86, 'Social Science': 80, 'Computer Science': 82, 'Economics': 82, 'History': 57}","['Engineer', 'Teacher', 'Data Scientist', 'Artist', 'Doctor']",0.94,T007,P0822,Normal
S0823,Linda Frederick,9,9,Male,"['Scientist', 'Teacher']","['Math', 'History', 'Social Science']","['Science', 'Economics', 'Computer Science', 'English']",100,"{'Math': 64, 'Science': 98, 'English': 84, 'Social Science': 59, 'Computer Science': 75, 'Economics': 68, 'History': 61}","['Data Scientist', 'Artist', 'Lawyer', 'Teacher', 'Scientist']",0.24,T014,P0823,At Risk
S0824,Stephanie Coleman,10,7,Male,"['Pilot', 'Scientist']","['Economics', 'Science', 'Computer Science']","['Social Science', 'Math', 'History', 'English']",59,"{'Math': 68, 'Science': 88, 'English': 71, 'Social Science': 73, 'Computer Science': 57, 'Economics': 62, 'History': 70}","['Writer', 'Doctor', 'Pilot', 'Scientist', 'Engineer']",0.47,T008,P0824,At Risk
S0825,Amanda Wright,12,9,Male,"['Doctor', 'Artist']",['Economics'],"['Math', 'Science', 'English', 'Social Science', 'Computer Science', 'History']",68,"{'Math': 78, 'Science': 94, 'English': 62, 'Social Science': 58, 'Computer Science': 61, 'Economics': 97, 'History': 78}","['Doctor', 'Teacher', 'Entrepreneur', 'Lawyer', 'Scientist']",0.76,T026,P0825,Normal
S0826,George Park,11,5,Male,['Pilot'],"['Computer Science', 'Science']","['Math', 'English', 'Social Science', 'Economics', 'History']",89,"{'Math': 80, 'Science': 93, 'English': 100, 'Social Science': 91, 'Computer Science': 94, 'Economics': 95, 'History': 81}","['Teacher', 'Scientist', 'Lawyer', 'Writer', 'Pilot']",0.71,T025,P0826,Normal
S0827,Michelle Guzman,12,2,Female,['Writer'],"['Computer Science', 'Social Science']","['Math', 'Science', 'English', 'Economics', 'History']",58,"{'Math': 95, 'Science': 91, 'English': 70, 'Social Science': 64, 'Computer Science': 76, 'Economics': 91, 'History': 61}","['Doctor', 'Writer', 'Lawyer', 'Pilot', 'Scientist']",0.83,T028,P0827,Normal
S0828,Christopher Harris,10,3,Male,['Data Scientist'],['English'],"['Math', 'Science', 'Social Science', 'Computer Science', 'Economics', 'History']",79,"{'Math': 64, 'Science': 82, 'English': 80, 'Social Science': 91, 'Computer Science': 90, 'Economics': 58, 'History': 81}","['Doctor', 'Writer', 'Pilot', 'Engineer', 'Artist']",0.71,T015,P0828,Normal
S0829,Jessica Lawson,12,1,Female,['Artist'],"['Computer Science', 'Economics']","['Math', 'Science', 'English', 'Social Science', 'History']",78,"{'Math': 69, 'Science': 88, 'English': 93, 'Social Science': 69, 'Computer Science': 75, 'Economics': 97, 'History': 97}","['Entrepreneur', 'Artist', 'Data Scientist', 'Teacher', 'Lawyer']",0.8,T027,P0829,Normal
S0830,David Perez,11,1,Female,"['Engineer', 'Data Scientist']","['Computer Science', 'History', 'Social Science']","['Science', 'Economics', 'Math', 'English']",74,"{'Math': 76, 'Science': 56, 'English': 90, 'Social Science': 64, 'Computer Science': 80, 'Economics': 92, 'History': 77}","['Data Scientist', 'Scientist', 'Lawyer', 'Doctor', 'Pilot']",0.5,T013,P0830,Normal
S0831,Stephanie Martin,11,7,Male,['Doctor'],"['Social Science', 'History', 'Math']","['Science', 'Economics', 'Computer Science', 'English']",61,"{'Math': 98, 'Science': 98, 'English': 64, 'Social Science': 67, 'Computer Science': 88, 'Economics': 75, 'History': 91}","['Engineer', 'Lawyer', 'Artist', 'Scientist', 'Data Scientist']",0.51,T005,P0831,Normal
S0832,Sylvia Richards,10,10,Female,"['Lawyer', 'Doctor', 'Writer']",['Social Science'],"['Math', 'Science', 'English', 'Computer Science', 'Economics', 'History']",65,"{'Math': 69, 'Science': 55, 'English': 55, 'Social Science': 97, 'Computer Science': 87, 'Economics': 82, 'History': 93}","['Scientist', 'Engineer', 'Doctor', 'Pilot', 'Artist']",0.6,T003,P0832,Normal
S0833,Brenda Rojas,9,4,Female,['Doctor'],['Social Science'],"['Math', 'Science', 'English', 'Computer Science', 'Economics', 'History']",80,"{'Math': 88, 'Science': 58, 'English': 94, 'Social Science': 96, 'Computer Science': 72, 'Economics': 60, 'History': 73}","['Teacher', 'Engineer', 'Entrepreneur', 'Doctor', 'Artist']",0.52,T006,P0833,Normal
S0834,Erika Bowers,10,10,Female,"['Scientist', 'Data Scientist', 'Doctor']","['English', 'Science', 'History']","['Economics', 'Social Science', 'Math', 'Computer Science']",65,"{'Math': 72, 'Science': 56, 'English': 86, 'Social Science': 83, 'Computer Science': 83, 'Economics': 93, 'History': 73}","['Data Scientist', 'Doctor', 'Pilot', 'Engineer', 'Entrepreneur']",0.52,T028,P0834,Normal
S0835,Ann King,12,3,Male,"['Doctor', 'Writer']",['Economics'],"['Math', 'Science', 'English', 'Social Science', 'Computer Science', 'History']",84,"{'Math': 86, 'Science': 95, 'English': 85, 'Social Science': 79, 'Computer Science': 58, 'Economics': 65, 'History': 91}","['Teacher', 'Engineer', 'Lawyer', 'Doctor', 'Artist']",0.94,T022,P0835,Normal
S0836,Pamela Love,11,2,Male,['Artist'],"['Science', 'Math']","['English', 'Social Science', 'Computer Science', 'Economics', 'History']",98,"{'Math': 63, 'Science': 75, 'English': 77, 'Social Science': 100, 'Computer Science': 65, 'Economics': 67, 'History': 77}","['Scientist', 'Engineer', 'Pilot', 'Lawyer', 'Doctor']",0.57,T007,P0836,Normal
S0837,Megan Dillon,10,2,Male,"['Data Scientist', 'Doctor', 'Scientist']",['Science'],"['Math', 'English', 'Social Science', 'Computer Science', 'Economics', 'History']",71,"{'Math': 82, 'Science': 70, 'English': 87, 'Social Science': 97, 'Computer Science': 75, 'Economics': 63, 'History': 84}","['Writer', 'Entrepreneur', 'Scientist', 'Doctor', 'Engineer']",0.37,T003,P0837,At Risk
S0838,Nicholas Ward,11,5,Female,"['Doctor', 'Data Scientist', 'Entrepreneur']",['Science'],"['Math', 'English', 'Social Science', 'Computer Science', 'Economics', 'History']",58,"{'Math': 80, 'Science': 73, 'English': 87, 'Social Science': 57, 'Computer Science': 61, 'Economics': 82, 'History': 72}","['Doctor', 'Artist', 'Pilot', 'Engineer', 'Entrepreneur']",0.4,T004,P0838,At Risk
S0839,Robert Meyer,12,8,Male,['Pilot'],"['History', 'Social Science', 'Computer Science']","['Science', 'Economics', 'Math', 'English']",96,"{'Math': 65, 'Science': 66, 'English': 59, 'Social Science': 55, 'Computer Science': 65, 'Economics': 95, 'History': 60}","['Pilot', 'Writer', 'Data Scientist', 'Doctor', 'Entrepreneur']",0.35,T017,P0839,At Risk
S0840,Erin Kaiser,12,3,Female,"['Pilot', 'Teacher', 'Artist']","['History', 'Science']","['Math', 'English', 'Social Science', 'Computer Science', 'Economics']",60,"{'Math': 89, 'Science': 70, 'English': 62, 'Social Science': 87, 'Computer Science': 66, 'Economics': 89, 'History': 98}","['Scientist', 'Doctor', 'Entrepreneur', 'Engineer', 'Lawyer']",0.79,T024,P0840,Normal
S0841,Chad Barnes,9,8,Female,"['Engineer', 'Pilot']","['Economics', 'Math']","['Science', 'English', 'Social Science', 'Computer Science', 'History']",63,"{'Math': 80, 'Science': 86, 'English': 70, 'Social Science': 80, 'Computer Science': 88, 'Economics': 64, 'History': 55}","['Doctor', 'Scientist', 'Data Scientist', 'Teacher', 'Entrepreneur']",0.86,T006,P0841,Normal
S0842,Charles Potter,10,6,Female,"['Data Scientist', 'Engineer', 'Scientist']","['History', 'Economics', 'English']","['Social Science', 'Math', 'Computer Science', 'Science']",65,"{'Math': 55, 'Science': 76, 'English': 89, 'Social Science': 83, 'Computer Science': 61, 'Economics': 98, 'History': 71}","['Teacher', 'Data Scientist', 'Engineer', 'Lawyer', 'Entrepreneur']",0.81,T006,P0842,Normal
S0843,Tamara Singleton,9,10,Male,"['Teacher', 'Scientist']","['History', 'Computer Science']","['Math', 'Science', 'English', 'Social Science', 'Economics']",67,"{'Math': 57, 'Science': 90, 'English': 92, 'Social Science': 89, 'Computer Science': 98, 'Economics': 72, 'History': 70}","['Teacher', 'Writer', 'Lawyer', 'Scientist', 'Pilot']",0.89,T006,P0843,Normal
S0844,Melissa Clark,10,1,Female,['Teacher'],"['Economics', 'Science', 'Computer Science']","['Social Science', 'Math', 'History', 'English']",81,"{'Math': 82, 'Science': 93, 'English': 100, 'Social Science': 99, 'Computer Science': 71, 'Economics': 87, 'History': 73}","['Data Scientist', 'Lawyer', 'Entrepreneur', 'Scientist', 'Pilot']",0.68,T018,P0844,Normal
S0845,Ariana Velasquez,9,2,Female,"['Pilot', 'Writer']","['Social Science', 'Math', 'History']","['Science', 'Economics', 'Computer Science', 'English']",64,"{'Math': 60, 'Science': 77, 'English': 66, 'Social Science': 70, 'Computer Science': 89, 'Economics': 80, 'History': 83}","['Pilot', 'Artist', 'Data Scientist', 'Doctor', 'Lawyer']",0.56,T013,P0845,Normal
S0846,Barbara Walton,9,10,Male,"['Pilot', 'Teacher', 'Writer']","['Computer Science', 'Science']","['Math', 'English', 'Social Science', 'Economics', 'History']",93,"{'Math': 94, 'Science': 91, 'English': 82, 'Social Science': 87, 'Computer Science': 86, 'Economics': 100, 'History': 64}","['Data Scientist', 'Entrepreneur', 'Artist', 'Pilot', 'Writer']",0.23,T021,P0846,At Risk
S0847,Valerie Herrera,11,9,Male,"['Data Scientist', 'Artist']","['Math', 'Economics']","['Science', 'English', 'Social Science', 'Computer Science', 'History']",61,"{'Math': 72, 'Science': 56, 'English': 97, 'Social Science': 78, 'Computer Science': 79, 'Economics': 79, 'History': 94}","['Pilot', 'Doctor', 'Writer', 'Entrepreneur', 'Teacher']",0.33,T029,P0847,At Risk
S0848,Mike Nelson,10,6,Female,"['Lawyer', 'Data Scientist']","['Social Science', 'History', 'Computer Science']","['Science', 'Economics', 'Math', 'English']",80,"{'Math': 80, 'Science': 67, 'English': 63, 'Social Science': 77, 'Computer Science': 94, 'Economics': 73, 'History': 66}","['Artist', 'Data Scientist', 'Lawyer', 'Scientist', 'Teacher']",0.86,T008,P0848,Normal
S0849,Natalie Golden,10,9,Male,"['Scientist', 'Data Scientist']","['Math', 'Economics']","['Science', 'English', 'Social Science', 'Computer Science', 'History']",98,"{'Math': 98, 'Science': 75, 'English': 66, 'Social Science': 89, 'Computer Science': 76, 'Economics': 85, 'History': 66}","['Entrepreneur', 'Scientist', 'Data Scientist', 'Lawyer', 'Engineer']",0.52,T019,P0849,Normal
S0850,Victoria Thompson,10,4,Female,"['Teacher', 'Entrepreneur', 'Engineer']",['History'],"['Math', 'Science', 'English', 'Social Science', 'Computer Science', 'Economics']",41,"{'Math': 87, 'Science': 61, 'English': 90, 'Social Science': 100, 'Computer Science': 80, 'Economics': 78, 'History': 78}","['Pilot', 'Writer', 'Lawyer', 'Artist', 'Teacher']",0.46,T020,P0850,At Risk
S0851,Daniel Swanson,11,8,Female,"['Artist', 'Doctor']",['English'],"['Math', 'Science', 'Social Science', 'Computer Science', 'Economics', 'History']",99,"{'Math': 95, 'Science': 94, 'English': 62, 'Social Science': 98, 'Computer Science': 87, 'Economics': 91, 'History': 59}","['Engineer', 'Pilot', 'Writer', 'Teacher', 'Doctor']",0.36,T027,P0851,At Risk
S0852,Sherry Sutton,11,10,Male,"['Doctor', 'Engineer']","['Science', 'Social Science']","['Math', 'English', 'Computer Science', 'Economics', 'History']",92,"{'Math': 74, 'Science': 60, 'English': 75, 'Social Science': 73, 'Computer Science': 84, 'Economics': 61, 'History': 75}","['Entrepreneur', 'Artist', 'Engineer', 'Pilot', 'Teacher']",0.34,T020,P0852,At Risk
S0853,Ricky Daugherty,10,7,Female,"['Writer', 'Engineer', 'Artist']","['Social Science', 'English']","['Math', 'Science', 'Computer Science', 'Economics', 'History']",91,"{'Math': 57, 'Science': 56, 'English': 94, 'Social Science': 72, 'Computer Science': 64, 'Economics': 99, 'History': 96}","['Engineer', 'Lawyer', 'Teacher', 'Doctor', 'Data Scientist']",0.34,T013,P0853,At Risk
S0854,Jeremy Davis,9,10,Female,"['Doctor', 'Data Scientist', 'Pilot']",['English'],"['Math', 'Science', 'Social Science', 'Computer Science', 'Economics', 'History']",65,"{'Math': 78, 'Science': 63, 'English': 70, 'Social Science': 87, 'Computer Science': 88, 'Economics': 90, 'History': 77}","['Data Scientist', 'Teacher', 'Entrepreneur', 'Lawyer', 'Artist']",0.53,T011,P0854,Normal
S0855,Rachel Rush,12,8,Female,"['Lawyer', 'Data Scientist']",['Social Science'],"['Math', 'Science', 'English', 'Computer Science', 'Economics', 'History']",80,"{'Math': 100, 'Science': 76, 'English': 87, 'Social Science': 76, 'Computer Science': 97, 'Economics': 72, 'History': 89}","['Entrepreneur', 'Scientist', 'Teacher', 'Writer', 'Data Scientist']",0.82,T027,P0855,Normal
S0856,Dennis Lambert,11,3,Male,"['Teacher', 'Engineer']",['History'],"['Math', 'Science', 'English', 'Social Science', 'Computer Science', 'Economics']",42,"{'Math': 99, 'Science': 82, 'English': 76, 'Social Science': 56, 'Computer Science': 63, 'Economics': 55, 'History': 57}","['Data Scientist', 'Lawyer', 'Entrepreneur', 'Pilot', 'Engineer']",0.66,T029,P0856,At Risk
S0857,Jonathan Robinson,10,2,Male,['Engineer'],"['History', 'English']","['Math', 'Science', 'Social Science', 'Computer Science', 'Economics']",73,"{'Math': 59, 'Science': 68, 'English': 55, 'Social Science': 75, 'Computer Science': 76, 'Economics': 85, 'History': 57}","['Artist', 'Scientist', 'Data Scientist', 'Entrepreneur', 'Doctor']",0.42,T010,P0857,At Risk
S0858,Pamela Wade,12,7,Female,['Pilot'],"['Science', 'Social Science', 'Economics']","['Math', 'History', 'Computer Science', 'English']",48,"{'Math': 95, 'Science': 83, 'English': 73, 'Social Science': 96, 'Computer Science': 81, 'Economics': 64, 'History': 55}","['Entrepreneur', 'Writer', 'Data Scientist', 'Pilot', 'Scientist']",0.37,T003,P0858,At Risk
S0859,Alicia Thomas,10,3,Male,"['Data Scientist', 'Artist', 'Engineer']",['Science'],"['Math', 'English', 'Social Science', 'Computer Science', 'Economics', 'History']",45,"{'Math': 93, 'Science': 64, 'English': 96, 'Social Science': 55, 'Computer Science': 95, 'Economics': 74, 'History': 94}","['Doctor', 'Scientist', 'Teacher', 'Pilot', 'Lawyer']",0.39,T009,P0859,At Risk
S0860,Aaron Mcclure,12,3,Male,"['Writer', 'Pilot', 'Entrepreneur']",['Computer Science'],"['Math', 'Science', 'English', 'Social Science', 'Economics', 'History']",69,"{'Math': 65, 'Science': 85, 'English': 80, 'Social Science': 88, 'Computer Science': 100, 'Economics': 60, 'History': 97}","['Data Scientist', 'Teacher', 'Entrepreneur', 'Artist', 'Scientist']",0.45,T024,P0860,At Risk
S0861,Anthony Lowe,11,9,Female,"['Data Scientist', 'Scientist']",['History'],"['Math', 'Science', 'English', 'Social Science', 'Computer Science', 'Economics']",92,"{'Math': 91, 'Science': 57, 'English': 75, 'Social Science': 64, 'Computer Science': 94, 'Economics': 60, 'History': 87}","['Pilot', 'Scientist', 'Artist', 'Entrepreneur', 'Doctor']",0.51,T018,P0861,Normal
S0862,Emily Wilkerson,10,8,Male,"['Pilot', 'Data Scientist', 'Engineer']","['Economics', 'Science']","['Math', 'English', 'Social Science', 'Computer Science', 'History']",51,"{'Math': 67, 'Science': 83, 'English': 100, 'Social Science': 68, 'Computer Science': 91, 'Economics': 96, 'History': 92}","['Doctor', 'Entrepreneur', 'Data Scientist', 'Engineer', 'Scientist']",0.66,T019,P0862,Normal
S0863,Edward Becker,10,7,Male,['Scientist'],"['Economics', 'Computer Science']","['Math', 'Science', 'English', 'Social Science', 'History']",55,"{'Math': 59, 'Science': 95, 'English': 74, 'Social Science': 70, 'Computer Science': 90, 'Economics': 90, 'History': 64}","['Data Scientist', 'Entrepreneur', 'Writer', 'Pilot', 'Engineer']",0.82,T028,P0863,Normal
S0864,Katherine Tyler,10,6,Female,"['Scientist', 'Engineer']","['Economics', 'History']","['Math', 'Science', 'English', 'Social Science', 'Computer Science']",100,"{'Math': 84, 'Science': 86, 'English': 69, 'Social Science': 65, 'Computer Science': 80, 'Economics': 73, 'History': 70}","['Doctor', 'Entrepreneur', 'Lawyer', 'Scientist', 'Data Scientist']",0.66,T025,P0864,Normal
S0865,Eric Hill,12,10,Male,['Pilot'],"['History', 'Computer Science', 'Social Science']","['Science', 'Economics', 'Math', 'English']",43,"{'Math': 55, 'Science': 66, 'English': 91, 'Social Science': 66, 'Computer Science': 83, 'Economics': 59, 'History': 65}","['Entrepreneur', 'Artist', 'Pilot', 'Scientist', 'Lawyer']",0.92,T024,P0865,At Risk
S0866,Katrina Brown,9,4,Female,"['Entrepreneur', 'Data Scientist', 'Artist']",['Science'],"['Math', 'English', 'Social Science', 'Computer Science', 'Economics', 'History']",75,"{'Math': 56, 'Science': 98, 'English': 61, 'Social Science': 63, 'Computer Science': 78, 'Economics': 80, 'History': 58}","['Artist', 'Data Scientist', 'Doctor', 'Pilot', 'Writer']",0.8,T016,P0866,Normal
S0867,Lisa Marshall,12,9,Female,"['Artist', 'Entrepreneur']","['Computer Science', 'English', 'Science']","['Economics', 'Social Science', 'Math', 'History']",41,"{'Math': 70, 'Science': 95, 'English': 89, 'Social Science': 80, 'Computer Science': 58, 'Economics': 57, 'History': 67}","['Lawyer', 'Teacher', 'Artist', 'Pilot', 'Entrepreneur']",0.26,T019,P0867,At Risk
S0868,Scott Williams,11,2,Female,['Entrepreneur'],['Science'],"['Math', 'English', 'Social Science', 'Computer Science', 'Economics', 'History']",89,"{'Math': 91, 'Science': 60, 'English': 56, 'Social Science': 64, 'Computer Science': 96, 'Economics': 91, 'History': 65}","['Teacher', 'Entrepreneur', 'Doctor', 'Pilot', 'Data Scientist']",0.36,T009,P0868,At Risk
S0869,David Sanders,10,1,Male,['Teacher'],"['Social Science', 'Math']","['Science', 'English', 'Computer Science', 'Economics', 'History']",49,"{'Math': 68, 'Science': 98, 'English': 92, 'Social Science': 86, 'Computer Science': 60, 'Economics': 93, 'History': 62}","['Scientist', 'Doctor', 'Data Scientist', 'Entrepreneur', 'Engineer']",0.29,T006,P0869,At Risk
S0870,Michael Anderson,9,8,Female,"['Data Scientist', 'Doctor']",['Computer Science'],"['Math', 'Science', 'English', 'Social Science', 'Economics', 'History']",48,"{'Math': 98, 'Science': 60, 'English': 62, 'Social Science': 62, 'Computer Science': 79, 'Economics': 80, 'History': 61}","['Data Scientist', 'Doctor', 'Engineer', 'Lawyer', 'Entrepreneur']",0.23,T005,P0870,At Risk
S0871,Nicole Odom,11,9,Female,['Artist'],"['Economics', 'History', 'Science']","['Social Science', 'Math', 'Computer Science', 'English']",53,"{'Math': 57, 'Science': 73, 'English': 91, 'Social Science': 67, 'Computer Science': 82, 'Economics': 79, 'History': 76}","['Writer', 'Doctor', 'Data Scientist', 'Artist', 'Entrepreneur']",0.89,T026,P0871,Normal
S0872,Thomas Lewis,11,9,Male,['Lawyer'],['Math'],"['Science', 'English', 'Social Science', 'Computer Science', 'Economics', 'History']",73,"{'Math': 60, 'Science': 73, 'English': 56, 'Social Science': 90, 'Computer Science': 98, 'Economics': 80, 'History': 95}","['Data Scientist', 'Entrepreneur', 'Doctor', 'Lawyer', 'Writer']",0.46,T005,P0872,At Risk
S0873,Kerry Williams,10,10,Female,"['Data Scientist', 'Doctor']","['Science', 'Economics', 'English']","['Social Science', 'Math', 'History', 'Computer Science']",82,"{'Math': 77, 'Science': 79, 'English': 59, 'Social Science': 96, 'Computer Science': 55, 'Economics': 68, 'History': 100}","['Teacher', 'Entrepreneur', 'Data Scientist', 'Scientist', 'Writer']",0.66,T027,P0873,Normal
S0874,Lisa Martinez,9,2,Male,"['Engineer', 'Data Scientist']","['Science', 'Social Science']","['Math', 'English', 'Computer Science', 'Economics', 'History']",88,"{'Math': 77, 'Science': 90, 'English': 75, 'Social Science': 89, 'Computer Science': 78, 'Economics': 79, 'History': 74}","['Data Scientist', 'Artist', 'Doctor', 'Teacher', 'Pilot']",0.9,T025,P0874,Normal
S0875,Michael Duncan,10,1,Male,"['Doctor', 'Scientist']",['English'],"['Math', 'Science', 'Social Science', 'Computer Science', 'Economics', 'History']",43,"{'Math': 94, 'Science': 65, 'English': 85, 'Social Science': 69, 'Computer Science': 90, 'Economics': 86, 'History': 72}","['Data Scientist', 'Doctor', 'Pilot', 'Entrepreneur', 'Scientist']",0.96,T014,P0875,At Risk
S0876,Kevin Potts,12,10,Male,"['Artist', 'Data Scientist']",['History'],"['Math', 'Science', 'English', 'Social Science', 'Computer Science', 'Economics']",100,"{'Math': 73, 'Science': 88, 'English': 96, 'Social Science': 61, 'Computer Science': 76, 'Economics': 75, 'History': 71}","['Data Scientist', 'Doctor', 'Artist', 'Entrepreneur', 'Scientist']",0.88,T002,P0876,Normal
S0877,Travis Anderson,10,1,Male,['Teacher'],"['Social Science', 'History']","['Math', 'Science', 'English', 'Computer Science', 'Economics']",44,"{'Math': 91, 'Science': 95, 'English': 83, 'Social Science': 78, 'Computer Science': 82, 'Economics': 74, 'History': 94}","['Entrepreneur', 'Pilot', 'Teacher', 'Data Scientist', 'Scientist']",0.54,T006,P0877,At Risk
S0878,Melissa Rogers,10,5,Female,['Data Scientist'],"['Social Science', 'History']","['Math', 'Science', 'English', 'Computer Science', 'Economics']",47,"{'Math': 55, 'Science': 62, 'English': 57, 'Social Science': 90, 'Computer Science': 58, 'Economics': 62, 'History': 87}","['Doctor', 'Artist', 'Teacher', 'Scientist', 'Entrepreneur']",0.83,T018,P0878,At Risk
S0879,Kevin Campbell,10,2,Female,"['Lawyer', 'Engineer']","['Science', 'Social Science']","['Math', 'English', 'Computer Science', 'Economics', 'History']",63,"{'Math': 88, 'Science': 57, 'English': 89, 'Social Science': 55, 'Computer Science': 88, 'Economics': 61, 'History': 97}","['Pilot', 'Engineer', 'Data Scientist', 'Lawyer', 'Doctor']",0.89,T004,P0879,Normal
S0880,Michael Henry,11,1,Female,['Artist'],"['Math', 'Social Science', 'Economics']","['Science', 'History', 'Computer Science', 'English']",45,"{'Math': 61, 'Science': 70, 'English': 58, 'Social Science': 84, 'Computer Science': 100, 'Economics': 69, 'History': 76}","['Doctor', 'Lawyer', 'Entrepreneur', 'Writer', 'Data Scientist']",0.59,T007,P0880,At Risk
S0881,Edward Diaz,12,3,Male,"['Artist', 'Doctor', 'Writer']","['Social Science', 'Science', 'English']","['Economics', 'Math', 'History', 'Computer Science']",67,"{'Math': 89, 'Science': 88, 'English': 98, 'Social Science': 77, 'Computer Science': 83, 'Economics': 82, 'History': 100}","['Teacher', 'Lawyer', 'Pilot', 'Doctor', 'Engineer']",0.3,T001,P0881,At Risk
S0882,Timothy Baldwin,11,4,Male,"['Scientist', 'Data Scientist', 'Pilot']","['History', 'Social Science']","['Math', 'Science', 'English', 'Computer Science', 'Economics']",73,"{'Math': 80, 'Science': 82, 'English': 64, 'Social Science': 60, 'Computer Science': 77, 'Economics': 92, 'History': 59}","['Artist', 'Data Scientist', 'Pilot', 'Doctor', 'Scientist']",0.25,T009,P0882,At Risk
S0883,Cassandra Berger,12,7,Female,['Lawyer'],"['Economics', 'Computer Science']","['Math', 'Science', 'English', 'Social Science', 'History']",82,"{'Math': 56, 'Science': 59, 'English': 62, 'Social Science': 58, 'Computer Science': 83, 'Economics': 92, 'History': 86}","['Pilot', 'Engineer', 'Lawyer', 'Doctor', 'Scientist']",0.79,T009,P0883,Normal
S0884,Paul Sanchez,10,9,Male,"['Teacher', 'Lawyer', 'Doctor']","['Science', 'Economics']","['Math', 'English', 'Social Science', 'Computer Science', 'History']",78,"{'Math': 100, 'Science': 59, 'English': 75, 'Social Science': 66, 'Computer Science': 57, 'Economics': 71, 'History': 94}","['Writer', 'Doctor', 'Lawyer', 'Entrepreneur', 'Pilot']",0.85,T030,P0884,Normal
S0885,Gary Hunt,12,10,Female,"['Artist', 'Engineer', 'Teacher']","['Computer Science', 'Social Science']","['Math', 'Science', 'English', 'Economics', 'History']",46,"{'Math': 98, 'Science': 62, 'English': 81, 'Social Science': 79, 'Computer Science': 93, 'Economics': 90, 'History': 73}","['Scientist', 'Teacher', 'Engineer', 'Pilot', 'Writer']",0.58,T002,P0885,At Risk
S0886,Lisa Valentine,12,8,Female,['Artist'],['History'],"['Math', 'Science', 'English', 'Social Science', 'Computer Science', 'Economics']",77,"{'Math': 75, 'Science': 82, 'English': 66, 'Social Science': 68, 'Computer Science': 99, 'Economics': 87, 'History': 97}","['Teacher', 'Lawyer', 'Engineer', 'Writer', 'Artist']",0.84,T003,P0886,Normal
S0887,Monica Brown,11,3,Female,"['Data Scientist', 'Doctor', 'Artist']","['Math', 'Computer Science']","['Science', 'English', 'Social Science', 'Economics', 'History']",93,"{'Math': 84, 'Science': 89, 'English': 65, 'Social Science': 61, 'Computer Science': 60, 'Economics': 81, 'History': 58}","['Data Scientist', 'Doctor', 'Lawyer', 'Writer', 'Pilot']",0.95,T026,P0887,Normal
S0888,Diane Hoover,9,4,Female,"['Teacher', 'Writer', 'Pilot']",['Math'],"['Science', 'English', 'Social Science', 'Computer Science', 'Economics', 'History']",58,"{'Math': 60, 'Science': 83, 'English': 56, 'Social Science': 89, 'Computer Science': 87, 'Economics': 95, 'History': 92}","['Writer', 'Doctor', 'Engineer', 'Lawyer', 'Artist']",0.91,T010,P0888,Normal
S0889,Alexander Washington,10,3,Male,"['Entrepreneur', 'Writer']","['Economics', 'Science', 'Computer Science']","['Social Science', 'Math', 'History', 'English']",43,"{'Math': 83, 'Science': 87, 'English': 78, 'Social Science': 83, 'Computer Science': 55, 'Economics': 89, 'History': 66}","['Doctor', 'Lawyer', 'Teacher', 'Artist', 'Scientist']",0.45,T022,P0889,At Risk
